tweet,label
biar maki ku adaka dosa putus asa sakit manusia selamat yakin,sadness
udh ngikutin dri mreka debut sayang banget kyak sayang ortu anak2 nya n mrpakan kasih syang yg trbesar n gk yg nandingin,love
monggo baik krl jurus bekas cikarang bogor tanah abang hutan kuat menang cc,anger
banget naksir temen sd inisial sr wkwk kdg suka ngukir nama buku diary edasr trs doa jodoh ketemu pas lulus sma eh gak sangka inshaallaah jodoh sr jugak beda orang akibat doa yg spesifik,love
kadang tuhan tuh jadi rencana hasil tuhan usaha hasil once udah usaha udah accomplished tugas hehe semangattt mia abis lebaran jg ga buruk,happy
nama ya dikit sih pilih nama bulak aja urut  muka ku fanboy kpop ketuker bingung kalo liat idol yg ngk diikutin ngefans bgt,sadness
cak nun orang percaya akhirat logis percaya allah syar kafir cak nun bilang mega kafir orang paham,fear
huaaaa takut bgt woi gw takut akut kaget parah teriak kenceng kali makasih ojan ibad haekal imam yg bikin w takut malem,fear
besok musti pagi2 tangsel-bogor gabisa ngtap pake emoney etc pake antri beli tiket kertas besok senin,anger
- -1 kali pasuk ramadan giat pariwisata indonesia lesu viwihotdealsformiddleeast,sadness
beli barang mahal happy cari sesuai budget hati hati pakai biar awet ganti ya kalo ilang rusak,happy
percaya deh jalin hubung lu percaya pasang buruk apa prasangka lu doi jaga cinta nya lu gua guys,love
sartre sadar si pr hidup dipungkiri sartre banyak pengaruh pikir percaya tuhan koq,fear
dengar suara aneh sekitar jek merinding yg ngomong yaa,fear
hidup guna  cipta tuju milik barang titip kembali agama tuntun bantu capai tuju ramadan,fear
recehkantwiter gue orang sunda yg males banget orang cocok tinggal negara indonesia gue pindah aja negara gua teh malas,happy
uang dompet 2 cari gara2 beku bukalapak jual masalah bukti2 nya kirim dompet,anger
kayak habis mata dimandiin pake abu biar suci deh adegan yg senonoh mcd yg adegan orang yg bermesrahan depan mata huhuu,fear
pagi nonton berita headline nya bikin takut suami bunuh istri  kakek perkosa cucu  ayam bakar solo  ngeri banget nih berita,fear
moga husnul khotimah do a saudara ali banat saudari razan an-najjar juang agama allah surga  freepalestine deenassalam,happy
tular vertikal 95 rem banget yamakanya saran hamil jaga bayi horizontal 5,fear
cerita malem tuh gua rumah ber 2 doang ya ade gua lingkung rumah gua tuh sepi bngt parahserem deh pokok malem jam 12an tbtb sikring lampu gua tuh kayak yg nuruninlangsung mati tuh ya,fear
sampe sekarang gue takut stress kalo ketemu orang gatau butuh momen nenangin ketemu orang yg ga gue kenal yg gue kenal butuh latih bertahun2 biar pura2 oke dokter gue takut,fear
weh lagu ni broken cinta instead of perempuan break his heart he don t blame himself too salah cinta salah cinta tu orang tiga perempuan tu,sadness
sila keluarga seokjin gue sayanggggg bangetttttt please krn bokapnya yg ceo ibu yg ex miss korea tp gue sayang sm seokjin bener bener juang bangtan tau bangtan susah kayak gimana,love
pisah temu jatuh cinta dengan,love
bom abis parno gw nyokap bilang coba cek a tikus udah mati anjay horor,fear
yuhuuu w panutanqu  andraphoto happy sekaliiii ketemu lain acara,happy
usaisenja  srikandiindung pada cinta cinta kepal jantung lupa degup bentuk paru tinggal udara hilang us,love
ga tau nang gara2 solat maghrib nya telat isya solat gara2 partner kerja yg istirahat duluan bgt istirahatt nya yaampun sedih bgt hati,sadness
min jwban masalah sinyal area pondok kelapa jaktim sdhkah jwban saya gnti kartukarna device sy 22ny pakai kartu 3,anger
naif bicara patah hati tp munafik tdk luka pilih utk meni msh bulu kuduk merinding pikir laki2 msh bgtu seram  hati sesak percaya setia cinta mati,fear
bu   tdk no seri photo copyan dipotonginilainya sih kcl tp potensi dapat daerah hilang,fear
ekspektasi emak  capek sakit ya udah istirahat realita emak  sokorr salah mu kakean dolan domongi kon nek omah ae angel eram recehkantwitter,sadness
allahu a lam ana mana ana hidup khalifah ala manhaj nubuwah perangkat atur syariat allah kaffah,sadness
ajar cinta kasih rendah hati capai tinggi sekolah kristus bukti cemerlang guru john newton arang kidung kenal amazing grace,love
bumi menang egois eksplorasi kaya alam milik serakah tanggung selamat lingkung hidup dunia,sadness
kali gojek gak pngen cepet sampe gara2 dngerin cerita mas yg tarik sampe kospun cerita wkwkw,happy
cinta bantu mana minta,love
dewasa malas hal drama teman penuh drama hubung asmara penuh drama kerja drama lelah boycandra,sadness
saking asiknya test organo gak sadar pabrik udah sepi kunci dalem untung aja sinyal ngabarin orang kantor udah gitu aja,happy
deh suka got7 nyari tau got7 tau ama member wkwk pandang ku langsung alih ama jackson absurd an nya - wild  sexy- nya sukses bikin gua jejeritan kalo liatin,love
happy first mensive sayang  maaf yg baik bahagia in sepenuh tpi gua coba ubah aley  ily bae  stay with me ya,love
ngalamin pikir kata ngetweet udah ngetik panjang disave as draf takut singgung khawatir salah paham,fear
ganteng ih kesel banget liat ekspresi dingin nya bawa karakter drama but helloo we re in real life presscon profesional ya nunjukin karakter drama salah lapak bro kasi seohyun poor my baby,anger
kadang gak tuju sih kalo bikin impression lu arsitek isi feed ig bau arsitektur yah aing sih ig ya interest aja ga melulu arsitektur media ig behance issuu dll pamer karya,anger
wa udah tua aja temen sma suka nyinyir kuliah ambil soshum sih sayang banget ilmu ipa sma ken wa jitakin,anger
semangatt chingudeulll emang udh bnyk bgt nan kelas gue 2 org yg sidang gue tuh gaberani sidang nan ampe dimarahin temen2 gue h4h4h4h4 ya abis beneran takut yg ampe nang cupu y w,fear
kembang teknologi nggak habis deh manusia terus inovasi teknologi koneksi internet positif bantu mudah kerja manusia,happy
andai hari 48 jam 24 jam bahagia pikir cinta pada -d-,love
huaaaaa jujuuuudd sayang banget aih harap jujud ninggalin,love
orang tua tau laku pacar biar lelaki caci maki tendang  mending tinggalin aja cowok gt mah,anger
baca replyan iim mikir nabung pasang target nonton persib beli jersey ori ga mikirin kalo uda ga bpk g mas yg notabennya udah keluarga ga enak istri hmmmm otak ku dangkal hehehehe,sadness
erti orang jamin bahagia dapat,fear
cuman perempuan kecewa sakit hati patah hati ya nang,sadness
interaksi kampus kelas praktikum alam harga beliau beliau uji sidang skripsi hamba ridha ya rabb beliau,sadness
woww tuduh rujuk nya please yg bilang mas,anger
tegang nonton jurnalrisa tau tau bunyi grasak grusuk jendela bikin parno aja,fear
gue sayang nerima gue jelek baik gue tuh no drama anti banget oramg antem sm temen masing2 ga percaya engga we never fight,love
rlt gua takut jd gua berat skrg gua jd org tahan gua pinginnya lakuin a tp gua takut jd gua lakuin b gua takut org org jauh lagi karna gua jd gua gua hrs gimana,fear
takut ulat ku tyda  kelas ulet tas nang diceramahin guru besok kalo gitu ya orang nama takut ya sebelll bgt deh,fear
gera earth hour kalah kaliya dunia 5-6 jam mati listrik jatinangor warga jatinangor dukung program earth hour hemat triliun energi terimakasih,happy
jungkook firstly gue hasut temen gue kalo bts gada yg ganteng yg ganteng cuman jungkook gue iyain aja tuh trus gue fokus jk lama2 cinta wkwk,love
dengerin lagu gue kati   iya kati karna gue olah bighit dengar doa gue ngerilis lagu fake love versi iniso thank you so much bighit,happy
pemuda i indonesia bangga indonesia pemimpin2 hebat dar tindak doa rakyat indonesia moga jujur n bijaksana,happy
yg rem tuh pas dapur masak jd usaha nyalain kompor palaur trs ajak duduk lg jam 12an diem ga gratak tangan berkat drama india antv blm full nyambung kalo ajak ngomong,fear
yth dp bpip  berat sandang gelar pancasilais klo usaha pancasilais oyeeee pancasilais laksana 36 butir nilai pancasila dekat sempurna,anger
buka bisnis sdh contoh teman2nya yg jatuh tsb mr b jg ngeri dengar cerita teman2nya yg tengkar cekcok dg istri perihal uang keluarga kondisi skrg buat ngeri utk resign bujuk rayu setan,fear
takut pulang rumah putus habis malam supermarket pagi,fear
singkat kenang hujan pagi turun salah kenang novel legend hujan juni fakta,sadness
gue smp gin  jadi pas istirahat sekolah krn penasaran bgt telunjuk gue staples pas udah nancep gue kaya matung gitu takut temen gue yg liat langsung jerit2 kelas heboh sampe skrg gue trauma liat staples,fear
tau baru rasa yg alami sana tekan ya tekan sana malu takut bodoh,fear
tiada karna sayang kangen temu,love
ahahaha gemes duo dumberku asuma ngucapin ulang oikawa hshahshahah huhuhu selamat ulang sampahkawa-ku kangen tp ga muncul muncul,happy
cinta pandang hati anugerah cinta tumbuh hati tinggal sayang dalam rasa cinta tumbuh hati cinta sejati,love
cepet sembuh sayang ku biar main mimi mimo biar jalan jalan i love you boo  kngdaniel96,love
yeorobun gue kalo tidur lampu dimatiin trus gua buka twt tuh gelap2 tiba2 kecoa yeorobun jatoh belah gue panik gue lngsng bangunin bokap gue untung blm tidur gue takut bgt sm kecoa gatau knp,fear
kadang alas simak abadi grup chat ya takut abai karna abai sakit abai orang grup,fear
iya rebut colok penuh d bis karokean tuker2an cemilan wkwk,happy
ragu bilang rindu kesal keubun-ubun kode morse bilang ya bicara mari debat lupa habis senyum jatuh cinta,love
habis buka facebook thinking ya teman kenal teman sd sampe pas jaman kuliah sibuk neng aja lihat feeling very grateful have a live in this life alhamdulillah,happy
cinta oop cinta pada kelas extend kelas hati,love
yg kemaren ngomongin sexual harassment ya semalem bintang dangdut puja tanah air kena main bola negeri kenal yg main indonesia kalo bain mbak,anger
sampe udah ngga peka kalo deketin cowo sampe insecure cowo ngerasa kaya hati udh rusak jatuh cinta,sadness
td limit time bang time bidding utk nainggolan tinggal 17mnts jd ga kritis jg untung td bang rio azmi cekat jg bales mensyennya hehehe makasih bang,happy
nikmat dunia indah cinta indah mimpi erat silaturahim insyaallah bawa mati teman prof rifai selamat malam tweeps lupa doa tidur,happy
wkwk lul dasar dinda td liat chatnya astaghfirullah kalo pas buka udah degdegan waswas ngapain pagi2 kirim chat,fear
pagi olah raga jalan sehat santai senam ringan wbs pstw bm ii jambar damping asn pjlp rptra kalijodo olah raga rekreasi nikmat suasana taman anak tam lansia sehat yes,happy
sender gabisa bantu lapor komisi lindung anak polisi gitu  sumpah w udah luar batas w khawatir banget temenmu udah bawa rumah sakit,fear
sumpah ih warga negara thailand aja pas bencana nasional kek gin bantu tuding bacot asa bener sosial media bawa2 penting politik musibah ditunggangin penting sampah berag,anger
1145pm banging jam 230am ngga tidur  bayang qualify time tiga salah alas rindu pulang,sadness
ramal rumah temu orangtuaku tamu undang nikah damping,love
suka orang sombong tanah 7 hektar aset limpah saldo rekening 12 digit itu rekening investasi dubai diam,anger
ku takut nampak jalan oleh ajar akan aman batas angan tinggal sesal,fear
mu guys ngecat rambut tp blm ngecat rambut saran warna ya tp yg heboh2 takut kaget,fear
seluruh cinta diri lekat indah cinta leku tubuh sisi ketidaksempurnaanmu sempurna milik,love
takut lewat magrib jam 5 nyiapin buka masak beli cari buka pasca buka leyeh leyeh ngopi sc1 vietnam kopi enak imho pulang jam 11 udah ngantukk bgt goler tidur sosmed muter yt twitter 9gag pubg jam 02 smpai bangun set 4,fear
umur cita usia erti privilege masyarakat milik penuh butuh hari,sadness
tdk tindak aparat paksa tendang bebas,anger
sampe rumah lantai 2 deket tangga cium bau pandan nyengat banget gk apa2 sana makan pandan gak  gue takut,fear
terima kasih kak  cantik lukis digital ka dinda yaa,happy
kalo konteks suka pake alesan kayak ya gue suka ganteng kalo konteks sayang gaperlu pake alesan lg apa  lakuin yg ngebuat jatuh cinta alas titik,love
oh kirain beli 4 wkwkwk maksud 4 tuh ongkos gojek yhaa aduuu cian gapapa udah beli orang eh ga makan kalo ga dikasihin lg orang bagus mandiri drpd udah tetep manja,happy
jempol imut udah ngetik isi hati gundah gulana kita mikir untung nya ya ngeluarin unek-unek disosmed makhluk sosmed tau aib konsumsi nd diketawain so mikir,sadness
turut koalisi keummatan main elit partai sajarakyat akar rumput tau pimpin yg pilih 2019pilihannya yg jujur tau kerja kerja kerja,happy
batas yg ajar deras hadap mudah jalan cerita batas ambil semangat hati yg percaya tuntun langkah pulang,sadness
pilkada photo panas sebab orang undur indonesian idol wajib mundur dlm bentuk video,anger
huhahiheho mas dongho happy birthday sayangkuuuuu pokok sayang perkara tuhan mengijinkan urus moga bahagia ya mas sehat bahagia biar jg bahagia,happy
masuk bulan mensive gua ttp msh baik2 aja gaada ramah perhati orang yg erti bat gak nuntut gua yg bikin gua sayang bat,love
selamat siang sahabat pos kirim tsb terima ya sahabat terima kasih percaya layan  fd,happy
ngbrol gaji atas aing  gmna sih ndre detail gaji yg jelasin  aing gatau nanyain gaji aja marahin atas aing aing savage langsung backsound mobile legend,sadness
ceri teman mengasikkan  keluargabaru  salam gowes   republiksepeda mtbindo bikestable  gowesnusantara gowesholic,happy
kali pasuk ramadan giat pariwisata indonesia lesu ras jalan wisatawan nusantara tanah air cenderung alami turun viwihotdealsformiddleeast ,sadness
optimis saing dgn tim mana siap panjang jalan yg lalu hasil tanding jalan,happy
esok pagi emak malam nyalain tv eh nggak yg tau yg nyalain tuh tv iihhh pikir yg nggak-nggak berfikir kalo genderuwo nyalain tuh tv iihhhserem,fear
sial haha galau we hehe sana stres div,sadness
gagal badan tetep dialihin prodi mohon jelas degdegan kemaren haha,fear
nyata black campaign negeri miris ngeri oleh jabat hasil fitnah bohong,fear
moga alloh meridhoi niat ya sayang mudah gampang lancar selaha niat ya sayang nant sabar ber istiar amin ya robb alamin,love
gue cerita kalo akrab susin yg 2 bulan aja kerja kayak udh akrab bgt kayak temen sekolah aja gue gimana kpribadian susin sbnernya si d kalo gue perhtiin ngeri ya klo ajak ngobrol,fear
character developmentnya sih gua suka emg film pertama rada sih ostnya bagus gapaham,happy
hari rumah dengerin lagu pake speaker eh tbtb mati pdhl dipake smbil charge klo low jg tanda gt ya rem deh abistu keinget film sabrina yg blg gin,fear
beda diri yg diam lama pergi abai masalah nyata ku yg thinkifyouhavebrain,sadness
ya gimana sih yg gasuka kalo diperjuangin trs rada suka gitu brrti beneran ya kalo udah diperjuangin ajar udh diperjuangin eh pasif kasi yg merjuangin tuh,anger
bunga mawar milik duri ingin kena gores kulit hidup kadang rasa perih luka nikmat kebahagian dalam jar,sadness
sianjiirrrdemen bgt bkin kontroversi,anger
tungkai gemetar main duduk hati peluh jatuh hadap atas kelompok mafia gila,fear
selamat tetas bulat versi korea kuhhh exols sayang kamuuuuuuuuuu tau hu bulat,love
modal haha-haha bareng aja jatuh cinta nyaman receh,love
rindu penjara betah dekam dalam coba bebas kutu buru laju degub jantung,love
barang kirim no resi 013150189591518 antar ya tgl 5 6 jam 0924 wib sdh angke pagi gak terus alamat tuju,anger
alhamdulillah kakak teteh baikkkkk banget sayang banget  ya allah kangen teteh suka banget manjain kalo kakak suka banget belanjain ga poko sayang banget,love
yuuuk siap2 berihtikaf malam tiga terakhirmudah2an mndpt malam 1000 thn blm ketemu dg yg penuh maghfiroh,happy
kalo bilang sayang tanda bohong kalo bener sayang nikahin nikahin,love
cewek suka bola mata cowok cantik nambah biarpun mata panda,love
hamil abang hamil setan hamil abang hamil siluman playlist puter radio mobil pagi berangkat school haha hamilsamasetan,happy
dear  jadi mohon kai ambil tindak  jasa ka gambir semarang - semarang gambir memohin bapak2 tunggu bawah ijin tumpang yg turun  1,anger
jd bahan diskusi mlht kondisi indonesia bbrapa thn utamanyasbg warga negara yg peduli thdp situasi yg dirasakn klo mlht latar blkg pdidikn sy bpk sdri,anger
sayang banget bangga banget besok gilir pamerin ijazah kelulus ya banggain gak langsung  sukses ya mas ayo juang bareng,love
ibu sudh usia 29 thn ulang thn 2 kue drku dktnya qyara kau tau ingin moment hidup betapa hadir dlm yg senang dlm hidup tp bs laku syng,sadness
cewek gw salut banget via vallen cewek tindak leceh aib yg gak ken orang tau berani thats why gw emosi baca komen yg hujat cewek kuat jatuh so sad,anger
hidup jiwa orang miskin kaya ganas harta binatang rimba nocturno falsong,sadness
gitar pinjam teman kembali balikinnya pas pulang bukber orang balikin barang gue ngajak bukber,sadness
gue sayang internet friends peduli cheer up pas gue down keti bikin mood gue bangkit bikin gue ketawa layar hp i don t deserve them but i cinta them sm,love
beda yg ngenalin yg ga gue tau yg gapernah nunjukin disosmed yg ngajarin gue cinta alam gue gabisa move on ampe he s the one,love
lo trust issues yg bau cinta cinta life lo gapernah jalan mulus penuh tidak percaya,fear
mreka dlem kmr ak suruh pacar bwa tmennya yg urus dgn ghaib jg tuh dlem kamar yg ak dgr cinta teriak2 ketawa2 kunti erang keras gt jam memetwit,fear
gamau baca beres skripsi wkwk pas bedah buku catat juang dateng udah fix banget semhas habis libur lebaran huhu yg,sadness
baby you came capek ya sayang gak banding kalo hilang flat face cium,love
nyante sruput kopi biar bijak,happy
mari marak ramadhan bulan milad al quran turun wahyu bawa malaikat nabi muhammad saw,happy
kadang dilema orang meni hadap kdrt trauma hubung jg rendah trauma cari kerja mental jatuh lbh loser,fear
gp hitam manis laku ngaku2in pacar orang yeh,happy
2 yg ane dapet ginian   deket cm 28km argo 8rb bayar 12rb cancel kasi udah nunggu gada yg iya gada yg driver nya kalo kyk gin cs nya,anger
marketing yg ngejar2 cust ya gw balik lhooo gw yg dikejar2 cust muluusampe kdg2 cari gmn nolak,sadness
sayang lo karna gga dda yg bsa gantiin lo lo bkan milik gw lgi gw tetep sayang lo  gw sayang sma lo dibandingin rsa sayang gw cowo gw,love
sambut cinta duhai sayang cinta biar sentuh hati selamat malam wanita mungkin temu indah ku kau milik ku,love
bekas hal yg sayang elak 1 bekas panas banget 2 bekas weekend sore malam macet banget tsb diatasin sih panas ya pake ac ngindarin macet dg rencana jadwal rumah,anger
aju paylater tolak alas krg rinci bantu alas pasti foto ktp info yg kriteria traveloka,anger
kemarin listrik segel lambat bayar lunas lapor mll call center 123 progress reportnya lamban,anger
ku molor paman tp pas puter si motor langsung masuk jalur busway ikut gitu yaa pelisss gw horor liat,fear
sedih ya ig banya yg hate comment via vallen ngerasain sakit sexual harasmen even kontak fisik bayang nilai segitu rendah aja ken ngaplok orang to be true aja,sadness
ku setia yg sorang iaitu nr aa na dn aq pegang jnjiku ni yg ku shidup mati dgnmu allah maha mengatahui doa yg baik2 dn doa kte ble dh krje dri ku harap faham satu2nye yg ku sayang adlh nr aa na trust me,love
gue sayang ya allah i want them to be happy in their entire life pen sukses dapet jodoh rumah tangga langgeng anak yg lucu gue doa moga ttp bareng sampe udah gede jd ibuibu sampe nenek nenek,love
99 gatau deh nyaman aja ga kaya segi bahas dll pokok ga bosen akutu bosenan orang akutu orang susah marah kalo sayang hmm ah,love
5 hmmtapi koq yg ngganjel yach bawah menara tegang kira2 kasih kam  krn sy liat bikin jln menara,anger
cinta negara bentuk bela tanah air pahlawan negara bentuk manifestasi harga tamu negara undang negara,love
ig post foto mulu bilang alay post tulis bilang galau mulu save bikin whatsapp story kalo marah ama gebetan sak ro otw mbalang kalem,sadness
coba cari cebur jatuh  perangkap dalam gua  gua gelap  banjir jd licin bs ajach kepleset,fear
suka cewek beda kelas gue kelas 7a si cewek 7c kalo gak lupa untuk cinta pertama,love
galau jg sih tp solusi utama ku sih bikin target  rencana ngapain aja umur sekian trus fokus usaha utk capai biar ga pikir problem quarter life crisis,sadness
gpp miss  exols nunggu tau susah payah nya datangin exo  semagat miss  fighting aeris bakalam ketemu uri exo sedih,happy
moon cintars sedi bgt udh kek cinta segienam yg matek ngarep si nikah si nikah si sad ending,sadness
bbrp sedia tmp contoh pasar gembrong pakai trotoar harga dagang negeri atur happy,anger
inshallah kalo gua rejeki foto bareng tom gua ga kasih atur ina inu ribet gua post kesini pamer bagi kebahagian croplah komuk gua suka hati,happy
90 tanggap cinta eak ya erti sisi diri krn kita kembaranaku ngerti klo orang hitung organized  sama2 ga mikirin penampilam pasang tp sisi jg perfectionist ya pokok i feel you,love
kasih sayang anugrah besar hidup milik orang beri ikhlas tulus,love
uns universitas negeri surakarta daftar 92000 kampus butuh 8200 terima selamat kalah sekian ribu orang,happy
sepi kondisi lupa lupa tuhan sama ,sadness
trs emak gue naksir sm baju yg gue beli  trs nih beliau pen gamis yg dr hasil w blusukan jam cm dpt 1 bsk beliau beliin,sadness
selamat sore aa gervan lupa makan sore yah sayang sampe cape sayang,love
kemarin udah jalan ngampus tiba2 sakit perut bulan pulang deh galfok to udah penuh aja sakit gak parah kayak gara2 nyeri aja plus serang nervous agenda besok gatenang euy,fear
sukses tim ombudsman ri mohon benar fakta tindak lanjut serius tempo sesingkat2nya jadi banyak masalah tunggu seolah2 tunda laru,fear
kali senyum pada hati lambung mata bingung cinta kalimat dengar bibir -d-,love
klw blm knl hayu trus ngajakin tmuan gilir udah kenal puas ninggalin aja ntr klw butuh nongol hadeh loe gw boneka suka hati loe,anger
repot sensei khawatir hifumi ambil sandal maka besar sandal rumah,fear
ygl takut asa dalam semenjak tau hati tunggu hyung takut,fear
gak tau ngomong pokok sayang longguo,love
jam 3 pagi dr lokasi pagi langsung ngerjain kantorbener2 karyawan dedikasi,sadness
takut woy sumpah beneran sampe paralyzed gemeteran gabisa ngapa ngapain gabisa mikir temen temen gua bilang lu galar lari anjir diem situ gua kl lu udh lari dah well i would said the same thing if i were you tp lu gatau,fear
rp hai ele maaf ya gua ga romantis gua ungkapin asa gua kalo gua tarik lu gua sayang lu gua cinta lu gua serius asa gua dah gausah ele will you be mine,love
enggaaaaaaa karna sayang tida pandang umur karna bucinin pasang tua muda nya ikutin terussd,love
uang ikut program usul program uang plot uang nyusun program ya gin uang bangun ga sentuh,anger
hepi besdey pappa allello condropramonozld umur sehat sentosa rejeki soleh amin ya rabb pappa33yearsold  malang,happy
jadi malam pulang jam 0025 langsung ganti baju cuci muka pas selesai cuci muka kmd pas handukin muka tbtb suara tolong belakang persis udah kali sesring kirakira ya rem bgt lamalama ganggu,fear
malam super random bangets beli tiket makassar abis beli tiket pikir ngapain yak makassar kangen jalan se-random,happy
tolong ya  tinjau ulang team nya kalo beneran ngundang udah sexual harassment mohon bijak ulang terima ksih,anger
seru bgt manusia bnyk hubung sm manusia yg seru sih seruuu kadang2 ngebingungin jg jd gaenak ya mo gimana lebih ngontrol ga lepas tangan ga bener sembunyi yaudahh dijalanin one step at a time aja,fear
sayangkuuuu manusia normal disiniiii makasih ucap makasih ya bange gabung oa ecek ecek pokok sayang banget i love you,love
walopun doi buka sekolah isi video ignya tuh tahu modelling wonder hasn t she think about all the pro model that could look into her profile instead and stole all the knowledge emang beda ya kalo orang humble,happy
harus syafaat ya sayyidi ya rasullullah cintaaku cinta layak kau cinta harus cari ridhamu ya sayyidi ya rasullullah akhlaqaku jaga budi pekerti layak kau budi pekerti umat,love
nge catfish in elo nyokap lo foto wa gapernah pake foto pake foto gue klien tiba2 ganjen tiba2 ngajak ketemu gue nya aja boro2 modusin,anger
temu harimau jawa kampung halaman saksi percaya turun makan kijang yg buru milik senapan kuatir lambat laun gesek manusia,fear
ketawa yg mewek tau aing kalo udah sayang orang gimana bayang  lol,love
gatau jaga biaya hidup batas ku butuh ku gaya hidup takut ingat,sadness
program anak gari ramah anak recomended layak tonton mimin syukur data 16-19 anak umur 5-14 demen nonton generasi muda harap good job,happy
ok jam 1025 tanggal 10 juli 2018 fix gue ngerasa aneh ngerasa lo udah ubah obayk understand,sadness
pas cerita puh sepuh mas yg emg liat beliau langsung kosan pas liat emang ada nongkrongnya gudang tp ga bilang wujud gmn hmm,sadness
gue ngatain perempuan putus rantai julit emang susah owislah ibarate sego uwis dadi bubur flying money money,sadness
aww thank you ainin sayang  aamiin moga moga mudah i love you even more  hahahahhaa okey i ll change right now  hehehehe thank yiu againss,love
yg nang motor gitu emg gapada takut tbtb bawa motor ga fokus jatoh tabrak ya gua nang motor ga histeris pikir rem aja ntar tbtb gua tabrak grgr ga fokus nyetir  drama emg,fear
celaka kamar hotel tiket jual kandung fixed cost relatif airlines pesawat habis bahan bakar kursi pesawat kosong isi tumpang viwihotdealsformiddleeast,fear
moga mama bapa rusing teman teman lombok aja tdk gempa susul moga yg rinjani lekas evakuasi prayforlombok,sadness
askmf guys temenku yg nyilet tangan takut lg depresi macam temennya hrs gimana ya beda kota skrg kasih tau ortunya gaenak huhu,fear
bingung diem engga manggil tanya2 dengerin bener2 nafas anteng banget eh udah nyaman bantal guling kasur,sadness
banget disposable cameranya emg dr ken aja tp blm smpt sayang duit,sadness
pilih meni daftar pilih haha  inti bebas pikir pilihan2 hidup intervensi mana,happy
cinta tutup logika tiup sukma hati apa laku sempurna bagi temu ganjil diri,love
ngerasain ekspresi beli toner takut wajah parah ya udah ngerasa mending banget pake skincare,fear
marbot masjid semester  sahuuuur sahuuur sahuuuuur buru sahurwoy  skripsi tuh dilanjutin diliat-liatin aja niat lulus gak via vallen mulu kampret lu ahhh,anger
gue yg pagi2 naroh baju cuci liat kepala bayi nongol dr pintu gudang kek gue ngelantur abis gue takut bgt,fear
bajar orangtuamu tau orang tua banting tulang panas panas hujan,anger
obral jomblo nih putus dah gk jomblonya with  gk mantion,sadness
yaslalu z obat yg urgent hapus bpjsada penggantinyakahklo sihh gppjgn kr alas rugi abat2yg hapus,anger
special thanks for you anggap ku adek sakit ku harga ku ku laku,happy
takut hadap siksa dadak takut,fear
nunjukkin kak kalo linimasa yg samain gugah isu busuk politik da bilang lagi ,anger
luk adek sayang sabar ya adek hamil emosi mulu bahaya loh kandung adek vian udah bilang ya kecup kening adek,love
hallo 9en9 maaf bikin threadnya t-t bow happy mensive ke-3 sayang makasih nde udah nampung arin absurd aneh gak t-t you all are my family in this fake world you are so precious to me,love
pagi ajar harap langkah hidup  ,happy
kau yg ikhlas hujat fitnah adu domba lang ringan hitung krn hukum terima dunia dg ikhlas terima jahat mrk pada urus mrk biar allah yg tangan,happy
armyyyyyy bilang sayang kaliannnnnnn huhuhuhu sayang bts jugaaaaa,love
bilang pilkada panas  bukti  yg marah krn batal calon gubernur jatim,anger
moga selamat ya anak gue gua pindul cekik gua gede banget nggak bayang gua sempit gimana,sadness
sahabat filosopi milik nilai hidup nilai langsung hidup happy friendship day,happy
ku putar thamrin sampe pening kq w lihat yu kno wat bgt baju kemeja koko bomber jacket kaos cakep2 bgt bwt brondong mantan w,happy
sandar diam diam arti lupa hiruk piruk kerja macet temu senyum iklas gak dapetin,happy
cium sayang,love
sesat bgt ajar teori sosial kasih angka rumus yg bikin gak nyaman jatuh orang tinggal kelas,sadness
takut mati benar takut risiko celaka mati,fear
yg dtng hidup ibu krn puruk dtng dgn hidup yg bs jawab dptkan dr ibu hadir disaan jauh tinggal kusendri dr hidup,happy
3 bau nya ndak amis bersih 4 klo belanja tpi dpt ikan ato cumi2 yg besar2 trus harga tawar 5 klo ketemu nelayan beli ikan pasr ikan yg harga jauuhh lbh murah,happy
lg ngobrol kiya dek doain mamah ya dek blablabla dek kiya bantu doa ya manggut-manggut senyum tulus bgt muka ga ngerti yg tp bilang doain ya dek senyum smbl peluk,happy
jujur sedih gak nurutin ambisi dipengenin emang ajar ikhlas ridho benar serah tuhan kudu legowo,sadness
indah jatuh cinta orang yg suka tengok senyum senyum kat,love
muka minder sabar nggih semeton istri koq,sadness
sayang apaa sayang banget banget bangeeeet sampe susah ngungkapinnya sayang tuh beda banget ga kayak fans idol kayak saudara kayak adek kayak anak jugaa rela banget,love
ngaku ci haha enga enak --,anger
siapa siapa apa happy lega bangga butir debu tempel tiang bendera nu usap kiamat kh munif zuhri nahdlatululama,sadness
selamat malam moga jadi ajar besok ga salah semangat karna tuhan sayang,happy
nih manusia tibatiba nyita perhati gara2 kira orang kalem allahu bobrok banget bobrok cinta huhu bucin bgt sori,love
yg pilih sihh takut malu univ 1 kampus 10 orang tdk lawan mahasiswa indonesia ya kali bor,fear
dear  beneran ta ndak libur raya tanggal merah hari aja pakk pulang sholat-takbiran langsung rantau,sadness
percayalahsetiap cobaanpasti hikmahnyadan uji usaha jalan,happy
cinta buat cinta hidup buruk takut lepas pergi,love
janji kelvin lepas jari kelingking erat peluk tubuh daniel sayang niel,love
trauma sakit almarhum kakak gue gue gabisa ngeliat orang sakit gue orang dekat gue ledak,fear
